www.yelp.com,Apr 29,14:57:54,1,192.168.86.1,5.360,5.181,5.080,5.207
www.yelp.com,Apr 29,14:57:54,2,96.120.74.249,14.313,20.033,19.964,18.103333333333335
www.yelp.com,Apr 29,14:57:54,3,68.86.223.249,19.368,19.325,19.244,19.31233333333333
www.yelp.com,Apr 29,14:57:54,4,96.108.142.197,19.628,19.556,19.485,19.55633333333333
www.yelp.com,Apr 29,14:57:54,5,68.85.35.37,19.408,35.093,35.021,29.840666666666667
www.yelp.com,Apr 29,14:57:54,6,96.110.42.37,35.711,18.638,32.625,28.991333333333333
www.yelp.com,Apr 29,14:57:54,7,96.110.37.70,38.082,57.431,15.017,36.843333333333334
www.yelp.com,Apr 29,14:57:54,8,66.208.229.78,16.093,16.045,15.973,16.037000000000003
www.yelp.com,Apr 29,14:57:54,9,104.16.57.23,15.892,15.831,15.735,15.819333333333333
www.yelp.com,Apr 29,14:57:54,9
www.yelp.com,Apr 29,14:57:55,"[46.5, 105.0, 58.7, 76.3, 104.0, 76.1, 15.2, 50.5, 147.0, 29.2]",70.85
www.yelp.com,Apr 29,14:58:05,1,192.168.86.1,5.091,4.896,4.792,4.926333333333333
www.yelp.com,Apr 29,14:58:05,2,96.120.74.249,16.813,16.767,16.677,16.752333333333333
www.yelp.com,Apr 29,14:58:05,3,68.86.223.249,24.044,31.349,31.278,28.89033333333333
www.yelp.com,Apr 29,14:58:05,4,96.108.142.197,33.991,40.348,50.928,41.75566666666666
www.yelp.com,Apr 29,14:58:05,5,68.85.35.37,50.855,50.785,50.713,50.78433333333333
www.yelp.com,Apr 29,14:58:05,6,96.110.42.37,50.642,34.297,34.162,39.70033333333333
www.yelp.com,Apr 29,14:58:05,7,96.110.37.70,34.056,15.420,15.271,21.582333333333334
www.yelp.com,Apr 29,14:58:05,8,66.208.229.78,53.065,30.895,30.709,38.223
www.yelp.com,Apr 29,14:58:05,9,104.16.57.23,15.449,17.947,18.040,17.145333333333333
www.yelp.com,Apr 29,14:58:05,9
www.yelp.com,Apr 29,14:58:06,"[72.1, 36.1, 39.3, 12.7, 85.4, 114.0, 18.5, 77.7, 105.0, 52.8]",61.35999999999999
www.yelp.com,Apr 30,14:57:32,1,N/A,N/A,N/A,N/A,N/A
www.yelp.com,Apr 30,14:57:32,2,96.120.74.249,18.533,18.409,18.364,18.435333333333332
www.yelp.com,Apr 30,14:57:32,3,68.86.223.249,17.187,17.115,17.045,17.115666666666666
www.yelp.com,Apr 30,14:57:32,4,96.108.142.197,18.050,17.977,17.905,17.977333333333334
www.yelp.com,Apr 30,14:57:32,5,68.85.35.37,20.018,30.392,30.323,26.911
www.yelp.com,Apr 30,14:57:32,6,96.110.42.37,30.248,13.499,17.505,20.417333333333332
www.yelp.com,Apr 30,14:57:32,7,96.110.37.70,17.411,16.499,17.431,17.113666666666663
www.yelp.com,Apr 30,14:57:32,8,66.208.229.78,36.584,36.511,36.409,36.50133333333333
www.yelp.com,Apr 30,14:57:32,9,104.16.57.23,27.643,32.708,21.997,27.449333333333332
www.yelp.com,Apr 30,14:57:32,9
www.yelp.com,Apr 30,14:57:33,"[38.0, 35.0, 63.4, 25.2, 38.3, 68.4, 97.8, 47.7, 87.5, 65.8]",56.709999999999994
www.yelp.com,Apr 30,14:57:43,1,192.168.86.1,3.983,3.808,4.605,4.132000000000001
www.yelp.com,Apr 30,14:57:43,2,96.120.74.249,32.250,32.177,45.007,36.478
www.yelp.com,Apr 30,14:57:43,3,68.86.223.249,51.753,60.209,60.530,57.49733333333334
www.yelp.com,Apr 30,14:57:43,4,96.108.142.197,67.145,67.101,67.030,67.092
www.yelp.com,Apr 30,14:57:43,5,68.85.35.37,66.956,66.885,66.812,66.88433333333334
www.yelp.com,Apr 30,14:57:43,6,96.110.42.37,67.269,52.334,52.165,57.256
