www.walmart.com,Apr 29,14:57:30,1,192.168.86.1,6.696,6.622,6.594,6.637333333333333
www.walmart.com,Apr 29,14:57:30,2,96.120.74.249,16.256,16.237,23.760,18.751
www.walmart.com,Apr 29,14:57:30,3,68.86.223.249,22.916,22.899,22.881,22.898666666666667
www.walmart.com,Apr 29,14:57:30,4,96.108.142.197,23.679,23.661,23.644,23.661333333333335
www.walmart.com,Apr 29,14:57:30,5,68.85.35.37,80.388,82.816,82.797,82.00033333333333
www.walmart.com,Apr 29,14:57:30,6,96.110.42.41,30.093,20.752,34.348,28.397666666666666
www.walmart.com,Apr 29,14:57:30,7,96.110.34.10,56.383,27.186,17.952,33.840333333333334
www.walmart.com,Apr 29,14:57:30,8,75.149.228.46,15.717,15.695,16.748,16.05333333333333
www.walmart.com,Apr 29,14:57:30,9,N/A,N/A,N/A,N/A,N/A
www.walmart.com,Apr 29,14:57:30,10,23.43.252.19,15.591,15.575,15.557,15.574333333333334
www.walmart.com,Apr 29,14:57:30,10
www.walmart.com,Apr 29,14:57:30,"[46.5, 73.1, 155.0, 115.0, 166.0, 92.8, 27.5, 201.0, 60.6, 128.0]",106.55
www.walmart.com,https://www.walmart.com/search/?query=keyword,Apr 29,14:57:41,633.349
www.walmart.com,https://www.walmart.com/search/?query=keyword,Apr 29,14:57:41,800.679
www.walmart.com,https://www.walmart.com/search/?query=keyword,Apr 29,14:57:41,758.3919999999999
www.walmart.com,Apr 29,14:57:41,1,192.168.86.1,4.828,*,*,4.828
www.walmart.com,Apr 29,14:57:41,2,96.120.74.249,16.355,16.323,16.369,16.349
www.walmart.com,Apr 29,14:57:41,3,68.86.223.249,15.869,15.827,15.797,15.830999999999998
www.walmart.com,Apr 29,14:57:41,4,96.108.142.197,16.239,16.208,16.178,16.208333333333332
www.walmart.com,Apr 29,14:57:41,5,68.85.35.37,21.832,27.982,27.964,25.926
www.walmart.com,Apr 29,14:57:41,6,96.110.42.41,29.888,25.502,21.784,25.724666666666668
www.walmart.com,Apr 29,14:57:41,7,96.110.34.10,21.737,21.718,21.469,21.641333333333336
www.walmart.com,Apr 29,14:57:41,8,75.149.228.46,30.766,30.738,30.709,30.737666666666666
www.walmart.com,Apr 29,14:57:41,9,23.203.154.129,113.175,113.148,210.460,145.59433333333334
