cnj.craigslist.com,Apr 29,15:07:56,1,192.168.86.1,4.403,4.302,4.267,4.323999999999999
cnj.craigslist.com,Apr 29,15:07:56,2,96.120.74.249,15.287,15.245,15.270,15.267333333333333
cnj.craigslist.com,Apr 29,15:07:56,3,68.86.223.249,14.847,14.828,14.807,14.827333333333334
cnj.craigslist.com,Apr 29,15:07:56,4,96.108.142.197,15.250,16.858,17.679,16.59566666666667
cnj.craigslist.com,Apr 29,15:07:56,5,68.85.35.37,15.115,22.195,22.177,19.829
cnj.craigslist.com,Apr 29,15:07:56,6,96.110.42.37,25.325,19.426,19.305,21.352
cnj.craigslist.com,Apr 29,15:07:56,7,96.110.42.70,22.515,19.197,74.942,38.88466666666667
cnj.craigslist.com,Apr 29,15:07:56,8,68.85.133.70,88.840,123.167,259.765,157.25733333333332
cnj.craigslist.com,Apr 29,15:07:56,9,50.203.200.110,25.447,25.297,25.242,25.328666666666667
cnj.craigslist.com,Apr 29,15:07:56,10,208.82.237.146,25.156,25.132,25.092,25.126666666666665
cnj.craigslist.com,Apr 29,15:07:56,10
cnj.craigslist.com,Apr 29,15:07:58,"[87.2, 122.0, 43.3, 67.1, 121.0, 29.8, 44.9, 55.4, 64.5, 34.0]",66.92
cnj.craigslist.com,Apr 29,15:08:08,0,192.168.86.215,3.432751,18%
cnj.craigslist.com,Apr 29,15:08:08,0,24537.359461,0.001073
cnj.craigslist.com,Apr 29,15:08:08,1,192.168.86.1,16.405678,0%
cnj.craigslist.com,Apr 29,15:08:08,1,3317.092518,0.051741
cnj.craigslist.com,Apr 29,15:08:08,2,96.120.74.249,1.423078,0%
cnj.craigslist.com,Apr 29,15:08:08,2,--.---,-0.019928
cnj.craigslist.com,Apr 29,15:08:08,3,68.86.223.249,--.---,0%
cnj.craigslist.com,Apr 29,15:08:08,3,1321.662403,0.006561
cnj.craigslist.com,Apr 29,15:08:08,4,96.108.142.197,0.000000,0%
cnj.craigslist.com,Apr 29,15:08:08,4,0.000000,0.001403
cnj.craigslist.com,Apr 29,15:08:08,5,68.85.35.37,--.---,0%
cnj.craigslist.com,Apr 29,15:08:08,5,524.604823,0.013898
cnj.craigslist.com,Apr 29,15:08:08,6,96.110.42.41,16.079653,0%
cnj.craigslist.com,Apr 29,15:08:08,6,--.---,0.015692
cnj.craigslist.com,Apr 29,15:08:08,7,96.110.42.74,0.000000,0%
cnj.craigslist.com,Apr 29,15:08:08,7,0.000000,-0.022982
cnj.craigslist.com,Apr 29,15:08:08,8,68.85.133.70,--.---,0%
cnj.craigslist.com,Apr 29,15:08:08,8,334.869340,0.037643
cnj.craigslist.com,Apr 29,15:08:08,9,50.203.200.110,6.555139,81%
cnj.craigslist.com,Apr 29,15:08:08,9,352.581760,-0.040857
cnj.craigslist.com,Apr 29,15:08:08,10
cnj.craigslist.com,Apr 29,15:12:33,1,192.168.86.1,4.371,4.268,4.227,4.288666666666667
cnj.craigslist.com,Apr 29,15:12:33,2,96.120.74.249,14.647,14.627,14.597,14.623666666666667
cnj.craigslist.com,Apr 29,15:12:33,3,68.86.223.249,13.643,14.971,14.942,14.518666666666666
cnj.craigslist.com,Apr 29,15:12:33,4,96.108.142.197,15.754,15.736,15.694,15.728000000000002
cnj.craigslist.com,Apr 29,15:12:33,5,68.85.35.37,15.659,24.115,24.776,21.516666666666666
cnj.craigslist.com,Apr 29,15:12:33,6,96.110.42.33,29.709,18.858,19.599,22.721999999999998
cnj.craigslist.com,Apr 29,15:12:33,7,96.110.42.66,24.964,49.357,26.300,33.54033333333333
cnj.craigslist.com,Apr 29,15:12:33,8,68.85.133.70,51.071,60.157,25.821,45.683
cnj.craigslist.com,Apr 29,15:12:33,9,50.203.200.110,25.700,25.677,25.646,25.674333333333333
cnj.craigslist.com,Apr 29,15:12:33,10,208.82.237.130,27.336,27.307,27.277,27.30666666666667
cnj.craigslist.com,Apr 29,15:12:33,10
cnj.craigslist.com,Apr 29,15:12:33,"[29.8, 41.5, 180.0, 66.2, 178.0, 25.4, 76.8, 80.2, 113.0, 27.0]",81.78999999999999
cnj.craigslist.com,Apr 30,15:06:15,1,192.168.86.1,5.048,4.966,4.944,4.986
cnj.craigslist.com,Apr 30,15:06:15,2,96.120.74.249,15.394,15.376,15.358,15.376
cnj.craigslist.com,Apr 30,15:06:15,3,68.86.223.249,15.962,15.938,15.926,15.942
cnj.craigslist.com,Apr 30,15:06:15,4,96.108.142.197,15.273,17.207,17.186,16.555333333333333
cnj.craigslist.com,Apr 30,15:06:15,5,68.85.35.37,17.164,23.562,23.545,21.423666666666666
cnj.craigslist.com,Apr 30,15:06:15,6,96.110.42.37,28.919,22.053,21.933,24.301666666666666
cnj.craigslist.com,Apr 30,15:06:15,7,96.110.42.70,83.592,19.771,19.679,41.014
cnj.craigslist.com,Apr 30,15:06:15,8,68.85.133.70,25.177,45.871,23.890,31.646
cnj.craigslist.com,Apr 30,15:06:15,9,50.203.200.110,24.521,24.499,24.481,24.500333333333334
cnj.craigslist.com,Apr 30,15:06:15,10,208.82.237.226,23.718,23.699,23.680,23.699
cnj.craigslist.com,Apr 30,15:06:15,10
cnj.craigslist.com,Apr 30,15:06:16,"[35.3, 28.3, 80.2, 33.7, 49.7, 58.1, 63.9, 30.8, 44.2, 24.3]",44.85
cnj.craigslist.com,Apr 30,15:06:26,0,192.168.86.215,0.000000,18%
cnj.craigslist.com,Apr 30,15:06:26,0,0.000000,0.001097
cnj.craigslist.com,Apr 30,15:06:26,1,192.168.86.1,18.213971,0%
cnj.craigslist.com,Apr 30,15:06:26,1,3562.476899,0.025398
cnj.craigslist.com,Apr 30,15:06:26,2,96.120.74.249,6.608468,0%
cnj.craigslist.com,Apr 30,15:06:26,2,--.---,-0.006330
cnj.craigslist.com,Apr 30,15:06:26,3,68.86.223.249,--.---,0%
cnj.craigslist.com,Apr 30,15:06:26,3,863.657972,0.009611
cnj.craigslist.com,Apr 30,15:06:26,4,96.108.142.197,0.000000,0%
cnj.craigslist.com,Apr 30,15:06:26,4,0.000000,-0.003318
cnj.craigslist.com,Apr 30,15:06:26,5,68.85.35.37,0.000000,0%
cnj.craigslist.com,Apr 30,15:06:26,5,0.000000,-0.002528
cnj.craigslist.com,Apr 30,15:06:26,6,96.110.42.41,--.---,0%
cnj.craigslist.com,Apr 30,15:06:26,6,252.509628,-0.000438
cnj.craigslist.com,Apr 30,15:06:26,7,96.110.42.74,23.101641,0%
cnj.craigslist.com,Apr 30,15:06:26,7,--.---,-0.006586
cnj.craigslist.com,Apr 30,15:06:26,8,68.85.133.70,--.---,0%
cnj.craigslist.com,Apr 30,15:06:26,8,4732.176616,0.007378
cnj.craigslist.com,Apr 30,15:06:26,9,50.203.200.110,--.---,81%
cnj.craigslist.com,Apr 30,15:06:26,9,686.632489,-0.002751
cnj.craigslist.com,Apr 30,15:06:26,10
cnj.craigslist.com,Apr 30,15:10:38,1,192.168.86.1,3.947,3.868,3.834,3.8829999999999996
cnj.craigslist.com,Apr 30,15:10:38,2,96.120.74.249,15.128,15.108,15.084,15.106666666666667
cnj.craigslist.com,Apr 30,15:10:38,3,68.86.223.249,16.193,16.173,16.160,16.17533333333333
cnj.craigslist.com,Apr 30,15:10:38,4,96.108.142.197,15.607,15.588,15.571,15.588666666666667
cnj.craigslist.com,Apr 30,15:10:38,5,68.85.35.37,19.682,19.665,22.502,20.61633333333333
cnj.craigslist.com,Apr 30,15:10:38,6,96.110.42.41,23.383,16.962,24.854,21.733
cnj.craigslist.com,Apr 30,15:10:38,7,96.110.42.74,30.279,20.000,19.915,23.397999999999996
